Total Population,Male,Female,Total HH,HH Farm,HH Non-Farm,Cultivable Area,Drip/Sprinkler Farmers,Irrigated Area,Unirrigated Area,Kuccha HH,PMAY HH,Waitlisted HH,Benefitted HH,Waitlisted Specific HH,Saubhagya HH,Vocational Training,Total Farmers,Soil Testing Farmers,Labour Budget,Piped Water HH,Color
-0.202011419,-0.276141545,-0.133114548,0.026740573,0.140754967,0.107162706,-0.564854728,-0.196334791,-0.540369064,-0.385758262,0.039691927,0.079906852,2.042382795,-0.480787906,-0.14823586,-0.159087774,-0.040582947,-0.398563543,-0.420945783,-0.387751862,0.102500179,red
-0.185369185,-0.225081901,-0.148216572,0.01843794,0.545750129,0.223203142,-0.105387074,-0.164246443,-0.13134386,0.056316325,0.187819364,0.395629465,2.565168071,-0.17656907,0.032563818,-0.159087774,0.02929904,-0.454841029,-0.364652046,-0.37980663,0.58181603,red
0.426706274,0.399672278,0.450511787,0.731219,-0.392082043,1.530553183,0.138224111,-0.260511487,-0.542337274,0.348019476,-0.225703065,-0.23581576,-0.459518169,-0.651150454,-0.475397182,0.358804417,-0.287857672,-0.691414906,0.054736301,-0.287122148,1.181562999,green
1.147504353,0.964649313,1.312856495,0.268347199,-0.728764769,1.380108798,-0.514109486,-0.236445226,-0.554998277,-0.409862149,-0.256562947,-0.19071253,-0.434623632,-0.626812947,-0.165454877,-0.159087774,-0.330861972,-0.418885969,4.00374201,-0.421944517,0.330114993,green
-0.246257838,-0.233799401,-0.256989381,-0.660302324,0.285186976,-0.547095432,-0.42115824,-0.276555661,-0.649955798,-0.211756362,-0.256562947,-0.168160915,2.0797246,-0.60247544,-0.303207012,-0.159087774,-0.330861972,-0.577817758,-0.474424834,0.447140084,0.214501119,red
-0.494595846,-0.488474942,-0.498812936,-0.377182532,-0.46527394,0.108912059,-0.267858837,-0.2524894,-0.63669052,-0.142114559,-0.238047018,-0.213264145,-0.459518169,-0.626812947,-0.475397182,-0.153908852,0.932389338,-0.69297817,-0.187326771,-0.382339193,0.05312342,red
-0.878961696,-0.899650367,-0.857438224,-0.781105637,-0.59994703,-0.198391006,-0.430891814,-0.260511487,-0.673119678,-0.350013882,-0.244218994,-0.213264145,-0.459518169,-0.67548796,-0.475397182,-0.159087774,0.620608163,-0.835756237,-0.266138004,-0.428360245,-0.207609951,red
-0.600528151,-0.557384706,-0.638554453,-0.547801644,0.300801248,-0.611238387,-0.458864878,-0.220401052,-0.350695733,-0.337731324,-0.188671205,-0.1456093,-0.148336457,-0.60247544,-0.440959148,-0.14872993,-0.158844772,-0.564269475,-0.271767378,-0.281111348,-0.410536385,red
-0.885339558,-0.855647747,-0.910199727,-0.840469464,-0.058326993,-0.751186652,0.482047261,-0.212378965,0.224804393,0.511583741,-0.133123416,-0.055402839,-0.260361873,-0.56596918,-0.389302097,-0.143551008,-0.051334022,-0.297472503,-0.181697398,-0.17242104,-0.190749594,red
0.08698546,0.080860843,0.092459993,0.225588638,0.061707718,0.735180544,0.630506185,-0.236445226,-0.526021846,1.014721642,-0.114607487,0.125010083,-0.185678262,-0.164400317,0.574962853,-0.159087774,0.002421353,-0.048392518,0.032218806,-0.246948178,0.515578915,green
2.64988951,2.735754765,2.563648211,2.795668743,1.077611247,1.987134397,0.188286248,-0.220401052,0.339904418,-0.249650443,0.058207857,-0.077954454,4.830570933,1.466212642,0.772981548,-0.117656398,1.109782075,1.278818196,-0.491312956,-0.06701302,3.888854538,green
-0.410786751,-0.44551012,-0.377614411,-0.195769997,-0.573597947,0.635467406,0.012029641,-0.196334791,-0.698873308,0.340907986,-0.256562947,0.034803622,-0.185678262,-0.505125413,-0.079359792,-0.153908852,-0.303984284,0.404953898,0.33620499,-0.282625612,0.090457067,red
0.581668394,0.485809482,0.668439733,0.243024168,-0.895642294,1.444251753,-0.645644268,-0.276555661,-0.552120776,-0.648605019,-0.201015158,-0.213264145,-0.459518169,-0.67548796,-0.423740131,-0.159087774,-0.196473534,-0.118218288,1.096170451,-0.448481452,0.697429903,green
0.887307508,0.73737163,1.023050559,0.661892012,-0.899545862,2.034950054,-0.768410064,-0.276555661,-0.70462831,-0.545996381,-0.182499229,-0.213264145,-0.459518169,-0.517294166,-0.423740131,-0.159087774,-0.223351222,-0.014000721,1.096170451,-0.448481452,0.727537683,green
-0.138133144,-0.11549047,-0.158539475,-0.035944308,-0.453563236,0.788244261,-0.33083769,-0.228423139,0.278901404,-0.349749741,-0.219531088,-0.168160915,0.934575901,-0.626812947,-0.062140775,-0.159087774,-0.314735359,-0.326132334,-0.42376047,-0.412140668,-0.4713541,red
0.13222842,0.16118638,0.105268039,0.260044566,-0.702415686,1.352702263,-0.536908848,-0.244467313,-0.042227665,-0.475734862,-0.207187135,-0.1456093,0.6980778,-0.651150454,-0.26015947,-0.159087774,-0.314735359,-0.20211343,-0.435019218,-0.442055091,-0.384643695,red
-0.340131997,-0.31350226,-0.363659376,-0.385485165,0.20223616,-0.282359964,1.033616446,0.132570775,0.2593344,1.176000071,0.687749464,0.46328431,-0.073652846,1.332356354,5.869810572,-0.159087774,-0.298608747,2.0625343,-0.449092652,-0.171967259,-0.717033581,green
0.334924852,0.280948228,0.383795249,1.28417437,0.852180205,1.492650528,-0.438696211,-0.17226853,-0.307533223,-0.456594796,-0.182499229,-0.100506069,-0.185678262,-0.60247544,-0.131016843,-0.159087774,-0.185722459,0.028728481,-0.395613601,-0.295093714,0.823280422,green
1.639795589,1.665370279,1.611838345,1.660698786,-0.33060085,-0.266615785,-0.609691427,-0.2524894,0.040644353,-0.77864369,-0.256562947,-0.168160915,-0.12344192,0.687412423,0.092830378,25.41960752,0.480844189,-0.76749373,-0.339319863,-0.556916157,2.554477747,green
-0.873580375,-0.864780366,-0.879231018,-0.588484547,-0.620440761,0.059347049,-0.22824056,-0.212378965,-0.730525815,0.120451803,-0.182499229,1.906587682,-0.459518169,-0.17656907,-0.389302097,-0.096940711,0.040050115,-0.662755075,-0.457536713,-0.363710689,-0.353331604,red
-1.417791395,-1.439512699,-1.393846837,-1.048450426,-0.882955698,-1.009507824,-1.129692264,-0.276555661,-0.652833298,-0.952367225,-0.256562947,-0.23581576,-0.384834558,-0.6389817,-0.406521114,-0.159087774,-0.191097997,-1.204165336,-0.494127643,-0.543535277,-0.864561701,red
2.57594617,2.775813754,2.384909062,2.144327169,-0.014411855,-1.027584475,-0.497448414,-0.132158096,0.696714495,-0.763404783,-0.244218994,-0.100506069,-0.110994651,-0.115725303,0.13587792,-0.112477476,1.174288524,-0.526230063,-0.221103014,-0.429500172,3.009707374,green
-0.217856421,-0.21262833,-0.222579705,-0.07413642,-0.337432093,0.647712879,0.442586826,-0.260511487,-0.70750581,0.878333427,-0.194843182,0.485835925,-0.459518169,-0.237412837,-0.37208308,-0.128014242,0.083054415,-0.69766796,-0.395613601,-0.020020532,0.097682934,red
-0.508148803,-0.443642084,-0.566102969,-0.457718074,0.616014351,-0.443300469,0.642326777,-0.108091835,-0.230416206,0.814533205,-0.238047018,-0.1456093,-0.409729095,0.018130985,-0.363473572,0.17754215,-0.212600147,-0.326653422,-0.392798914,0.039574051,-0.00287705,red
-0.177596166,-0.12441553,-0.226020673,-0.122706824,1.441618948,-0.466042062,1.137493847,-0.132158096,-0.068700671,1.328389137,-0.219531088,-0.077954454,-0.397281826,0.298012313,-0.337645046,0.343267651,-0.169595847,0.663413464,-0.316802368,0.204846079,0.299405057,green
0.042838695,0.193980786,-0.096410894,-0.067494314,0.214922755,0.177719956,1.500126471,-0.220401052,-0.497448265,1.802827098,-0.225703065,0.260319774,-0.459518169,0.030299738,0.006735293,-0.096940711,-0.277106597,0.37785733,-0.471610147,0.562642276,-0.804948297,green
0.636478147,0.652064664,0.620457352,0.723331498,0.230537027,1.069307027,0.246161552,-0.132158096,0.631424006,-0.304063499,-0.256562947,-0.032851224,0.386896088,-0.578137933,-0.449568657,-0.159087774,-0.180346922,0.59462987,-0.325246429,-0.356339319,-0.167265526,green
-1.127100396,-1.14892936,-1.103849736,-1.137703732,-0.788294178,-0.611238387,-0.960450845,-0.228423139,-0.536064323,-0.872241054,-0.256562947,-0.168160915,-0.322598215,-0.699825467,-0.466787674,-0.159087774,-0.250228909,-1.170294626,-0.496942329,-0.476621659,-0.583957195,red
0.037756336,0.078577688,0.000127363,-0.054210101,0.786795443,-0.235127425,1.338777139,-0.140180183,0.043521853,1.589482405,4.594610618,0.057355237,-0.409729095,1.648743943,-0.475397182,-0.159087774,0.572228326,-0.066109505,2.869423193,-0.566411765,0.165726516,green
0.739221521,0.850076454,0.635177047,0.933388118,-0.212517923,1.829692599,7.575279589,-0.276555661,0.368679424,8.778182638,-0.256562947,-0.23581576,-0.459518169,1.198500066,-0.475397182,-0.159087774,-0.330861972,0.715522247,0.53604776,0.118767635,-0.217846596,green
0.040546651,0.087710307,-0.002931275,0.098973482,1.765615078,-0.447965411,1.438743573,0.156637036,-0.624058292,1.980614342,-0.145467369,-0.123057684,-0.459518169,-0.407775385,-0.475397182,-0.081403945,0.260447152,0.300215243,-0.508201077,4.752831995,-0.911529837,green
-1.083750864,-1.090190014,-1.074792676,-1.033920817,-0.579453299,-0.601325385,-0.145812097,-0.2524894,-0.672975803,0.106228824,-0.238047018,0.327974619,-0.459518169,-0.529462919,-0.131016843,-0.159087774,-0.303984284,-0.624715664,-0.494127643,0.053671982,-0.776646985,red
-0.730277784,-0.746263876,-0.71349108,-0.486362158,-0.733644229,-0.011793319,-0.446588298,-0.268533574,-0.70462831,-0.15283259,-0.256562947,-0.1456093,-0.459518169,-0.578137933,-0.389302097,-0.12283532,-0.260979984,-0.940494891,-0.482868895,-0.320711273,-0.152211636,red
-0.078340686,-0.072940767,-0.083029353,0.400774198,-0.553104216,0.894371696,0.650411782,-0.260511487,-0.61254829,1.088630339,-0.256562947,-0.077954454,-0.459518169,-0.395606632,-0.320426029,-0.086582867,0.002421353,-0.242237193,-0.446277965,-0.129503815,0.492094847,red
-0.902280755,-0.897159653,-0.904464781,-0.921005006,-0.363781176,-0.579750027,0.054120771,-0.2524894,-0.649955798,0.3114461,-0.244218994,0.147561698,-0.459518169,-0.383437878,-0.337645046,-0.159087774,-0.303984284,-0.504344374,-0.488498269,-0.012928462,-0.866970323,red
-1.25346179,-1.248557934,-1.25448765,-1.222390591,-0.945412784,-1.000761057,-0.961327744,-0.276555661,-0.762753822,-0.741867128,-0.065231674,-0.19071253,-0.409729095,-0.590306687,-0.415130623,-0.153908852,-0.137342622,-1.069724674,-0.12540366,-0.564830614,-0.868174634,red
-0.405505084,-0.424961727,-0.386407995,0.056630053,0.218826323,0.096083468,-0.268551586,-0.268533574,1.017958665,-0.53848868,-0.207187135,-0.23581576,-0.459518169,0.078974752,-0.458178165,-0.14872993,0.9700181,-0.604914326,0.673967417,-0.412140594,0.217511897,red
-1.50160049,-1.508214903,-1.491340918,-1.419162998,-0.877100347,-0.9529454,-1.107997794,-0.276555661,-0.688715731,-0.912431131,-0.231875041,-0.23581576,-0.459518169,-0.67548796,-0.449568657,-0.159087774,-0.110464935,-1.110369525,-0.502571703,-0.539624765,-0.811572009,red
-0.460015875,-0.562988813,-0.363850541,0.267101804,1.73145886,-1.001927293,-0.460776516,-0.260511487,-0.741287668,-0.142622522,0.558137957,-0.23581576,-0.422176363,-0.711994221,-0.475397182,-0.159087774,-0.330861972,-0.482979773,-0.508201077,6.631111937,-0.738711182,red
-1.256551067,-1.247935255,-1.260987255,-1.20204914,-0.872220887,-0.604240974,-0.664874653,-0.276555661,-0.747733269,-0.381223163,0.132271575,-0.23581576,-0.459518169,-0.541631673,-0.475397182,-0.159087774,-0.330861972,-0.960296229,-0.508201077,13.48000722,-0.886239302,red
0.279616828,0.371651742,0.194159702,0.257968907,2.80786769,-0.747687945,0.732840245,0.525653037,1.185889602,0.562380096,-0.219531088,0.102458467,-0.459518169,0.103312259,-0.475397182,0.110216166,0.324953602,0.663413464,0.899142369,1.03348655,0.112134668,green
0.452018415,0.365009837,0.530992195,1.466417169,1.95103455,1.317715197,-0.228828082,-0.164246443,0.055607356,-0.692279726,0.002660068,0.485835925,-0.434623632,0.103312259,-0.475397182,-0.159087774,0.018547965,0.318453317,-0.232361762,-0.288426586,0.330114993,green
-0.725693696,-0.70911072,-0.738916007,-0.678152985,0.25200665,-0.652056631,0.044474887,0.004217383,-0.503203266,0.143818127,-0.256562947,-0.23581576,0.411790625,-0.663319207,-0.389302097,-0.159087774,0.152936402,0.481032722,-0.25206457,-0.338468683,-0.955487195,red
1.682347888,1.758564507,1.607632718,1.697645503,3.409993029,0.506598378,1.535202413,0.164659123,-0.350695733,1.870894214,-0.256562947,0.891764999,1.283099418,-0.60247544,-0.303207012,-0.159087774,0.475468651,1.098521806,-0.232361762,-0.189418684,-0.921164326,green
-0.889325722,-0.887196795,-0.888789262,-1.003616206,-0.122735862,-0.85614785,-0.403620269,-0.180290617,-0.644200797,-0.262552718,-0.256562947,-0.23581576,0.162845255,-0.67548796,-0.43234964,-0.159087774,0.319578064,-0.096332599,-0.488498269,0.845548663,-0.976562641,red
-0.142119308,-0.078337315,-0.200404581,-0.170862097,0.203212052,-0.060775212,0.278606799,0.140592862,0.190274385,0.387640633,-0.231875041,0.012252007,-0.048758309,0.018130985,1.341209108,-0.107298555,0.045425652,0.216320102,0.8709955,-0.312111095,0.551106095,red
-0.11810267,-0.063808148,-0.167715389,-0.063758129,0.303728924,-0.032785559,0.425048856,-0.116113922,0.046399354,0.608096816,-0.225703065,0.012252007,1.096390391,-0.164400317,-0.311816521,-0.128014242,-0.040582947,1.193359792,-0.401242975,-0.145426012,0.085037667,red
-0.189455003,-0.221968508,-0.158921805,-0.184976573,-0.3608535,0.523508794,-0.686139442,-0.2524894,0.398720531,-0.803655815,-0.238047018,-0.077954454,-0.272809141,-0.711994221,-0.285987995,-0.159087774,-0.330861972,0.140241278,6.247047462,-0.563972402,0.151876937,red
-0.346011589,-0.383449821,-0.310515543,-0.363898319,0.896095343,-0.478870653,-0.432600012,-0.220401052,0.989644059,-0.718602397,-0.225703065,0.034803622,-0.135889188,-0.663319207,-0.199892911,-0.159087774,-0.330861972,0.842667679,6.528516151,-0.544622554,-0.20219055,red
-1.425165798,-1.427889366,-1.418698269,-1.400482073,-0.971761867,-1.048576714,-0.975095051,-0.276555661,-0.75066832,-0.740648016,-0.139295393,-0.19071253,-0.260361873,-0.480787906,-0.415130623,-0.159087774,-0.217975684,-1.137466093,-0.229547075,-0.56495777,-0.830840988,red
-0.582291451,-0.577933099,-0.584645961,-0.527875324,-0.798053098,0.006283332,-0.762271774,-0.268533574,-0.209698202,-0.736990678,-0.201015158,-0.032851224,-0.347492752,-0.517294166,0.256411039,-0.159087774,-0.282482134,-0.583028637,-0.42376047,-0.308425409,-0.019135251,red
-0.679952466,-0.680052387,-0.677934415,-0.624185869,-0.854654831,-0.052611563,-0.665812934,-0.268533574,0.066541858,-0.662827999,-0.188671205,0.057355237,-0.347492752,-0.249581591,0.178925463,-0.159087774,-0.298608747,-0.216182801,-0.42376047,-0.382139116,0.04228462,red
0.083397912,0.128391975,0.041801304,0.202341265,-0.123711754,0.74159484,0.040879603,-0.188312704,0.540236011,-0.053515555,-0.151639346,-0.077954454,-0.073652846,-0.054881536,0.574962853,-0.159087774,-0.207224609,0.562843512,-0.508201077,-0.501468449,0.374674506,green
-0.410188827,-0.421225655,-0.398833711,-0.354765422,-0.312058902,0.050600282,0.546902677,-0.204356878,1.195183929,0.126963896,-0.213359111,-0.213264145,-0.198125531,-0.334762865,0.221973005,-0.159087774,-0.244853372,0.203292906,-0.508201077,-0.521259713,-0.036597763,red
-1.135670648,-1.120078586,-1.14686183,-1.105738595,-0.939557432,-0.43513682,-1.053051331,-0.276555661,-0.573155306,-0.910795488,-0.256562947,-0.23581576,-0.459518169,-0.651150454,-0.26015947,-0.159087774,-0.282482134,-1.058260742,-0.508201077,-0.547943817,-0.592989529,red
0.991047422,1.086901875,0.900131551,1.21401712,3.738868619,0.038937927,4.884954854,0.41334382,1.971447273,4.657582278,-0.231875041,-0.168160915,5.154199914,1.831275244,1.590884854,-0.159087774,-0.158844772,3.240713894,-0.367466732,0.378494195,-0.640559821,green
-0.705563568,-0.720526494,-0.689786637,-0.761179317,-0.293516955,-0.559924023,0.14531822,-0.108091835,-0.480183261,0.452659968,-0.256562947,-0.100506069,-0.459518169,-0.334762865,-0.320426029,-0.107298555,-0.282482134,0.095948812,-0.339319863,-0.163144908,-0.981379886,red
-0.161850819,-0.182739758,-0.142099297,-0.290004883,-0.625320221,0.359069583,0.03044451,-0.132158096,-0.508958267,0.347003549,-0.256562947,-0.100506069,-0.459518169,-0.286087851,-0.311816521,0.001458805,-0.282482134,0.03133392,-0.381540167,-0.163144908,-0.951272106,red
0.287489502,0.206849476,0.36104663,-0.042586414,-0.766824555,0.834893683,-0.647398065,-0.276555661,-0.511835768,-0.449483306,-0.256562947,-0.168160915,-0.4470709,1.758262724,-0.466787674,0.053248025,-0.325486434,0.345549885,0.08288317,-0.253076662,-0.44666572,red
1.208193698,1.02297354,1.375558571,0.877345344,-0.722909417,1.713069045,-0.435188617,-0.156224356,-0.70750581,-0.132514047,-0.250390971,-0.168160915,0.996812243,-0.492956659,-0.475397182,-0.117656398,-0.330861972,0.428923938,-0.114144912,-0.328793944,-0.711614181,green
1.877769571,1.69608909,2.040047644,1.373012545,-0.966882407,2.683377014,-0.459741776,-0.276555661,-0.710383311,-0.263568645,-0.188671205,-0.213264145,-0.459518169,-0.407775385,-0.044921758,-0.138372086,-0.330861972,0.402869546,-0.508201077,-0.222684242,2.744758914,green
1.474469443,1.268101343,1.660585386,1.203638828,-0.65947644,2.254785453,-0.397481979,-0.276555661,-0.543488275,-0.161975934,-0.250390971,-0.23581576,-0.459518169,-0.711994221,-0.217111928,-0.159087774,-0.185722459,2.251689184,-0.508201077,-0.276194091,-0.6706676,green
-1.100891369,-1.095171442,-1.103085076,-1.09951162,-0.300348199,-0.815912724,-0.618460413,0.605873907,0.541329462,-0.826392264,-0.238047018,-0.23581576,-0.4470709,-0.590306687,-0.475397182,-0.159087774,-0.330861972,-0.954564263,0.341834364,-0.566145205,-0.823615121,red
-0.317211555,-0.287764879,-0.3433959,-0.326536469,0.355451198,-0.412978345,0.026060018,0.525653037,2.077914796,-0.608983862,-0.219531088,-0.213264145,-0.422176363,-0.578137933,-0.466787674,-0.159087774,-0.330861972,-0.489232827,1.614072839,-0.565727949,-0.65019431,red
-0.192344972,-0.176512972,-0.206330692,-0.160483805,0.472558233,-0.286441789,-0.3246994,0.605873907,1.597372192,-0.863981567,-0.176327252,-0.213264145,-0.384834558,-0.383437878,-0.466787674,-0.159087774,-0.330861972,-0.411590739,1.825174356,-0.565658419,-0.61888222,red
0.656707929,0.735503594,0.582415544,0.605849238,0.218826323,0.280931801,0.034829003,-0.180290617,0.138479374,-0.384463971,-0.170155276,-0.19071253,-0.397281826,-0.67548796,-0.475397182,-0.133193164,-0.180346922,0.290835662,-0.508201077,-0.498238204,-0.133544813,green
-0.035489424,-0.054467969,-0.017842134,-0.058361417,1.360619915,-0.50569407,0.144441321,-0.236445226,-0.52300047,0.484031797,-0.256562947,-0.213264145,-0.434623632,-0.310425358,-0.475397182,0.307015198,-0.105089397,-0.003578965,-0.37872548,-0.205871215,-0.948863484,red
-0.849264775,-0.826589413,-0.867761127,-0.857904994,0.257862002,-0.794337367,0.034829003,-0.260511487,-0.664343301,0.406943248,-0.256562947,-0.123057684,-0.397281826,-0.334762865,-0.475397182,0.151647541,-0.277106597,-0.592408218,-0.426575157,-0.205871215,-0.97535833,red
1.65464405,1.700032721,1.608397378,1.864113299,-0.017339531,3.196520652,1.083599663,0.17268121,-0.077333173,0.921002366,-0.040543768,-0.1456093,-0.335045484,-0.56596918,-0.044921758,-0.159087774,0.018547965,0.85673705,0.20954408,0.247688412,0.564955673,green
0.327251486,0.256248644,0.391824173,0.127202435,-0.312058902,0.744510429,-0.086182996,-0.2524894,-0.506080766,0.184455211,-0.238047018,-0.100506069,-0.409729095,-0.56596918,-0.475397182,-0.159087774,-0.330861972,0.590461167,-0.508201077,-0.245768759,-0.829034521,red
0.351367778,0.268494656,0.426807343,0.18864192,-0.556031892,1.003997836,-0.210702589,-0.2524894,-0.554998277,0.0828625,-0.238047018,-0.123057684,-0.397281826,-0.56596918,-0.466787674,-0.159087774,-0.330861972,0.51750887,-0.508201077,-0.271568556,-0.820002187,red
0.250418178,0.309383883,0.195497856,0.282046544,2.216477163,-0.360497746,3.526639008,0.926757387,-0.451408255,4.377186396,-0.238047018,0.395629465,-0.347492752,-0.067050289,-0.397911606,-0.159087774,-0.223351222,2.3152619,-0.367466732,0.782795448,-0.247954375,green
-1.024257368,-1.018581977,-1.02661913,-1.043468846,-0.819522721,-0.873058266,-0.571870793,-0.084025574,-0.499750265,-0.364348614,-0.213359111,-0.19071253,-0.372387289,-0.237412837,-0.044921758,-0.14872993,-0.266355522,-0.006184404,-0.508201077,-0.458688073,-0.491225234,red
-0.22901768,-0.217402199,-0.239019884,-0.330272654,-0.693632658,-0.626982567,0.043597989,-0.051937226,-0.249407711,0.255366923,-0.201015158,-0.1456093,-0.335045484,0.2493373,0.247801531,-0.065867179,-0.137342622,0.134509312,-0.50538639,-0.41816669,-0.037199918,red
-0.878662734,-0.8764037,-0.878275194,-0.938855667,-0.80390845,-0.838654317,-0.535155051,-0.035893052,-0.479607761,-0.336918582,-0.219531088,-0.1456093,-0.310150947,0.371024834,0.342506124,-0.133193164,-0.223351222,-0.096853687,-0.508201077,-0.403792517,-0.244341442,red
0.256397424,0.298590788,0.216908321,-0.154671962,-0.527731025,-0.465458944,0.468016884,0.044327818,-0.350695733,0.798075186,-0.256562947,-0.168160915,-0.4470709,-0.480787906,0.213363497,0.048069103,-0.115840472,-0.217224977,-0.226732388,-0.418618113,0.275920989,red
-0.845677228,-0.825966735,-0.861452686,-0.964178699,-0.770728123,-0.722030763,-0.109859257,-0.035893052,-0.497448265,0.180391503,-0.256562947,-0.168160915,-0.459518169,-0.651150454,-0.294597504,-0.034793648,-0.228726759,-0.561142948,-0.395613601,-0.459160633,-0.440644165,red
0.55067597,0.476261744,0.617781044,0.685969649,-0.976641326,-1.066070247,0.932273281,-0.092047661,-0.451408255,1.371494925,-0.231875041,0.215216543,3.834789455,3.474056956,1.031266803,-0.086582867,-0.330861972,2.643547235,-0.226732388,-0.564089957,2.365400892,green
1.437697082,1.411109858,1.458332958,1.624582331,2.72784455,-0.134248051,0.194073779,0.204769558,0.904239841,0.018676225,-0.176327252,0.034803622,-0.310150947,-0.006206522,0.256411039,-0.159087774,-0.314735359,3.84569687,-0.302728934,0.267831493,0.926249028,green
0.05609269,0.09518245,0.020008509,0.128032698,1.485534086,-0.461960238,-0.267508077,0.044327818,0.342062543,-0.312119801,-0.213359111,-0.055402839,-0.359940021,-0.249581591,0.015344802,-0.159087774,-0.320110897,2.142260739,-0.370281419,-0.010253466,0.287964101,green
-1.386599663,-1.382641389,-1.386391407,-1.36727154,-0.966882407,-0.77509448,-1.045510004,-0.236445226,-0.598160787,-0.868045275,-0.256562947,-0.213264145,-0.359940021,-0.699825467,-0.415130623,-0.117656398,-0.191097997,-1.095779066,-0.508201077,-0.5369379,-0.828432365,red
-0.311232309,-0.367882856,-0.25813637,-0.663208245,-0.411599882,-0.632230626,-0.465003167,-0.260511487,0.383066927,-0.703465083,-0.176327252,-0.23581576,-0.310150947,-0.456450399,-0.475397182,-0.159087774,0.109932102,-0.435039692,-0.283026126,0.773323236,-0.880217746,red
1.172218569,1.204173008,1.139661127,1.292892135,0.028527391,0.808653383,-0.258055111,-0.260511487,1.585862189,-0.726831407,0.397666567,0.170113313,0.225081598,0.602231149,0.239192022,0.229331369,0.582979401,0.064162454,-0.457536713,-0.10202703,2.17572188,green
-0.681945548,-0.692921077,-0.669905491,-0.619619421,0.004130092,-0.411812109,0.347004885,-0.180290617,-0.252860711,0.545109335,-0.256562947,-0.213264145,-0.459518169,-0.505125413,-0.320426029,-0.14872993,-0.330861972,0.080316177,-0.240805822,0.061527541,-0.681506401,red
-0.811994143,-0.829287687,-0.793780324,-0.78691748,-0.468201616,-0.328426268,0.567983318,-0.164246443,-0.460040756,0.76150181,-0.256562947,-0.1456093,-0.459518169,-0.590306687,-0.475397182,-0.138372086,-0.330861972,-0.078094525,-0.268952691,0.052060859,-0.636344732,red
-0.603119157,-0.613840897,-0.591527896,-0.56191612,0.194429024,-0.415893934,1.158136039,-0.180290617,-0.172290694,1.491953402,-0.256562947,-0.010299608,-0.384834558,-0.273919098,-0.475397182,-0.102119633,-0.330861972,0.15900044,-0.311172995,-0.047589827,-0.917551393,red
-0.564453368,-0.515042562,-0.608350404,-0.561085857,-0.064182345,-0.447965411,-0.491310124,-0.220401052,-0.350695733,-0.648605019,-0.194843182,-0.213264145,-0.422176363,-0.699825467,-0.475397182,-0.143551008,-0.255604447,-0.691414906,-0.508201077,-0.527870377,-0.393676028,red
0.812566935,0.740900142,0.876427107,0.485045925,1.48260641,-0.350584744,0.213479544,-0.076003487,0.422575011,-0.010643431,-0.256562947,5.740362262,-0.459518169,-0.091387796,-0.475397182,-0.133193164,-0.330861972,0.061557015,-0.508201077,0.739304361,0.016391929,green
-0.729978822,-0.755188936,-0.704697496,-0.789823402,-0.278878576,-0.702787877,-0.400112675,-0.2524894,0.676571991,-0.722767699,-0.219531088,-0.23581576,-0.409729095,-0.322594111,-0.475397182,-0.159087774,-0.330861972,-0.47151584,-0.190141458,0.994464356,-0.899486725,red
-0.667296395,-0.613010659,-0.715402729,-0.583087835,0.718483006,-0.680629401,1.087984155,-0.116113922,-0.307533223,0.720864725,0.027347974,-0.23581576,-0.459518169,3.108994354,-0.475397182,0.037711259,-0.266355522,-0.161989666,0.226432202,-0.530856519,0.032047975,red
1.826547366,1.905724213,1.748712389,1.89441791,0.023647931,2.219215269,-0.021529266,-0.268533574,0.399756431,-0.499964724,-0.015855862,0.215216543,-0.135889188,3.0968256,-0.337645046,-0.159087774,-0.234102297,2.143302914,-0.339319863,0.861798113,2.219679238,green
-0.003101843,-0.022503802,0.014847058,-0.250152244,-0.448683777,-0.410062756,0.252299842,-0.180290617,-0.33918573,0.544093408,-0.256562947,-0.23581576,-0.409729095,0.005962231,0.247801531,0.022174493,-0.330861972,-0.368340449,-0.502571703,-0.390063339,-0.332858314,red
0.03078055,0.038726259,0.023449477,-0.202412103,-0.433069505,-0.354666568,0.285621987,-0.212378965,-0.402490744,0.605049035,-0.256562947,-0.23581576,-0.409729095,0.091143505,0.316677598,0.016995571,-0.330861972,-0.201592342,-0.508201077,-0.38689365,-0.32924538,red
0.848342756,0.871247525,0.825003758,0.934218381,0.170031725,1.367863325,-0.221006147,-0.180290617,0.362924423,-0.476913338,-0.096091557,0.215216543,0.61094692,2.17200034,-0.044921758,-0.159087774,-0.223351222,0.742618815,-0.361837359,0.778851764,1.411586435,green
1.110532684,1.006991457,1.202936698,0.87651508,2.455570693,-0.233378072,0.188286248,-0.196334791,0.872242034,-0.216835998,-0.194843182,-0.23581576,-0.459518169,0.091143505,-0.475397182,-0.159087774,0.05080119,0.462794647,-0.367466732,0.465698984,-0.769421117,green
1.418065225,1.485831288,1.351854128,0.952069042,-0.329624958,1.501980412,-0.223540384,-0.2524894,-0.47788126,-0.017003135,-0.114607487,-0.23581576,-0.459518169,-0.67548796,-0.475397182,-0.153908852,0.034674577,0.470610965,-0.499757016,-0.195505225,-0.445461409,green
0.203381444,0.213076262,0.193968537,-0.102780505,1.327439589,-0.36982763,0.069904945,0.260924167,-0.362205735,-0.176198913,-0.176327252,-0.19071253,0.648288726,-0.614644193,-0.397911606,0.037711259,-0.234102297,-0.451714502,0.561379942,-0.526899051,-0.913336304,red
